"task","subj","rand_intercept","rand_cue","rand_stimulus_linear","rand_stimulus_quad","rand_int_cue_stimlin","rand_int_cue_stimquad","fix_intercept","fix_cue","fix_stimulus_linear","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_stimquad"
"pain",29,-46.5457711366717,4.84072074697161,-10.9746559725238,2.96766149507924,-2.443412444366,-7.64636886509673,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",19,-45.3321134529802,1.94872175840582,-2.69535124499779,1.1975306212413,-3.4626749291508,-5.12140842179493,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",5,-45.0918324809396,2.33522850796418,-5.89956438862759,1.40306912574306,-3.79464581654159,-5.60352520945272,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",3,-37.1800873556459,6.49699470127757,-11.6332260239879,4.05118773788555,0.233970020626038,-7.91817192649757,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",8,-25.1415562261335,4.21985079987463,-10.3297949785911,2.58892609316862,-0.633422811387898,-5.45975158161105,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",10,-21.4995608626839,-3.47091894475707,8.67800752198069,-2.1630967746362,-4.03345167809336,1.03398412670922,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",25,-18.421096945556,-2.56056230717951,9.48827760140589,-1.551791892977,-2.50131059213611,0.813598448361581,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",18,-17.7292403234826,3.59750441441219,-5.3615316197225,2.26183577385793,0.704807452789584,-4.05762193987531,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",14,-10.3669892008543,-8.28932408796558,4.93749037122649,-5.36679708285159,-9.01879537413006,4.50462645626732,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",98,-9.73406649827757,3.41122040163095,-2.653462260588,2.18717524092562,2.03322637086433,-3.05892907696137,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",30,-8.67446718030912,-3.38408138477096,9.01491014918837,-2.09009786000138,-2.45762876781594,2.06655101067845,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",35,-6.11156154998159,-1.80454979992954,5.35128422009408,-1.10767812288896,-1.33970936940735,1.02577570915689,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",16,-5.53662993596798,-4.50077489296741,3.60085502232482,-2.90011539327713,-4.66221279840395,2.53140109354501,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",6,-5.07623930377946,3.47496743626678,2.00370548855961,2.30262934334397,3.74787274619802,-2.31875065305038,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",26,-3.58411539866531,4.47646225419487,-9.49286866137025,2.7881793914382,2.202799228273,-3.76712342013831,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",7,-2.12547064196479,1.67518584297717,-1.92321057164761,1.06709186432966,1.136540834789,-1.33620582401447,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",33,2.05318702449146,1.52273969027696,-4.32370916439,0.93489034136238,0.838909764765468,-1.10483677726637,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",24,3.080022540387,-1.28181100694398,-0.733370461060661,-0.848244589185997,-1.24941733176465,0.955210253308604,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",31,3.17332718533201,4.0885877317944,1.22282154073539,2.7001455059888,5.12986818482715,-2.07148641387195,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",20,6.06212674198539,-0.859154566947804,-3.08874027763202,-0.603954187602552,-1.035580528296,0.749199703572886,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",21,7.50737146037224,-1.7001133910021,4.03245355243887,-1.04723370836721,-0.0622085790367283,1.97287230470078,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
"pain",23,9.24862605456,-7.70527333115648,7.98098658824146,-4.92164818668855,-5.49642467629819,6.02930802492739,7.54498541097055,-8.41380869520377,28.2448569182109,-1.90745498155933,-1.27691907653343,4.94200500758621
