onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
5.71	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a
35.01	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h034.png	n/a	n/a	n/a
62.7	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l050.png	n/a	n/a	n/a
96.11	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png	n/a	n/a	n/a
131.61	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a
163.41	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a
193.4	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png	n/a	n/a	n/a
234.4	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a
259.11	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png	n/a	n/a	n/a
307.81	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png	n/a	n/a	n/a
340.71	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png	n/a	n/a	n/a
371.5	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h008.png	n/a	n/a	n/a
9.05	1.42	expectrating	1	low_cue	n/a	11.22	Moderate	11.22	Moderate	0.37	1.05	l044.png	n/a	n/a	n/a
37.71	1.54	expectrating	2	high_cue	n/a	67.98	Very Strong	67.98	Very Strong	0.63	0.9	h034.png	n/a	n/a	n/a
65.92	1.55	expectrating	3	low_cue	n/a	6.9	Weak	6.9	Weak	0.5	1.05	l050.png	n/a	n/a	n/a
