src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename,param_C_stim_num,event03_C_stim_match,event03_C_stim_filename
59,4,cognitive,-2,1,1,high_cue,med_stim,5,1631716838.57238,1631716838.5771198,1631716841.37219,1631716841.37632,6.979821681976321,1631716848.3748,1631716848.37832,high_cue,h051.png,1631716849.35342,1631716849.35499,1.69903779029846,1631716851.10915,1631716851.11042,1631716853.52696,2.4178075790405296,20.47515711400966,FIX,1631716855.1273198,1631716855.12864,5.624692678451541,med_stim,1631716862.78017,1631716862.78144,,2,right,1631716865.81954,3.03936219215393,1631716869.76611,1631716869.77389,1.7858984470367398,1631716871.56678,1631716871.5722,1631716874.13855,2.57176446914673,13.201087175705577,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,14,same,14_100.jpg
59,4,cognitive,-2,1,1,high_cue,high_stim,6,1631716838.57238,1631716838.5771198,1631716875.66831,1631716875.67274,4.38369679450989,1631716880.06995,1631716880.07331,high_cue,h023.png,1631716881.0532699,1631716881.0551698,0.498744010925293,1631716881.57051,1631716881.57245,1631716883.63836,2.06784987449646,8.5068175321314,FIX,1631716885.58868,1631716885.59009,2.0633318424224902,high_stim,1631716889.67354,1631716889.67488,,2,right,1631716892.56674,2.8932032585144003,1631716896.6594698,1631716896.67398,1.39253616333008,1631716898.07667,1631716898.07826,1631716899.74415,1.66747808456421,7.381818421919884,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,28,same,28_150.jpg
59,4,cognitive,-2,1,1,low_cue,high_stim,3,1631716838.57238,1631716838.5771198,1631716902.11151,1631716902.12351,3.84062480926514,1631716905.96294,1631716905.97377,low_cue,l013.png,1631716906.9532301,1631716906.95473,1.09878206253052,1631716908.0804,1631716908.08203,1631716909.87184,1.79144167900085,4.381037831808015,FIX,1631716912.0985699,1631716912.10696,2.1534469127655,high_stim,1631716916.2667902,1631716916.27244,,1,left,1631716919.3989801,3.13219046592712,1631716923.2694,1631716923.2732902,2.782612562179569,1631716926.07044,1631716926.07216,1631716929.5892,3.51876044273376,7.037940763184669,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,28,diff,28_150_R.jpg
59,4,cognitive,-2,1,1,high_cue,low_stim,4,1631716838.57238,1631716838.5771198,1631716930.1553,1631716930.1563401,5.19671106338501,1631716935.37391,1631716935.3759902,high_cue,h006.png,1631716936.35323,1631716936.3547199,2.89894914627075,1631716939.27537,1631716939.27648,1631716941.57641,2.30103874206543,11.084891292242348,FIX,1631716943.29353,1631716943.29579,4.1584801673889205,low_stim,1631716949.4625,1631716949.4725401,,1,left,1631716952.6559,3.1933984756469704,1631716956.46511,1631716956.47379,1.38690304756165,1631716957.88231,1631716957.88333,1631716960.35499,2.47268152236938,9.235559093165921,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,44,diff,44_50_R.jpg
59,4,cognitive,-2,1,1,high_cue,med_stim,5,1631716838.57238,1631716838.5771198,1631716961.91714,1631716961.92436,5.03486752510071,1631716966.9690301,1631716966.97387,high_cue,h003.png,1631716967.9539402,1631716967.9563,2.89806509017944,1631716970.87048,1631716970.8722599,1631716972.33833,1.4678447246551498,9.91494567847495,FIX,1631716974.88865,1631716974.8904,8.663363695144652,med_stim,1631716985.57597,1631716985.57779,,2,right,1631716988.71342,3.1374492645263703,1631716992.56191,1631716992.57354,2.7901053428649902,1631716995.3796198,1631716995.38195,1631716997.26396,1.88433313369751,10.140793146112793,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,27,same,27_100.jpg
59,4,cognitive,-2,1,1,low_cue,low_stim,1,1631716838.57238,1631716838.5771198,1631716999.4311302,1631716999.44067,10.1208777427673,1631717009.56825,1631717009.57341,low_cue,l012.png,1631717010.5529,1631717010.55429,2.89911508560181,1631717013.4697,1631717013.47259,1631717015.69219,2.2224881649017303,7.125016348901798,FIX,1631717017.48787,1631717017.48967,0.864145040512085,low_stim,1631717020.3722801,1631717020.37335,,1,left,1631717023.09328,2.72100019454956,1631717027.3582199,1631717027.37343,2.89379787445068,1631717030.27597,1631717030.27843,1631717032.2269,1.95093321800232,7.381818421919884,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,22,diff,22_50_R.jpg
59,4,cognitive,-2,1,1,low_cue,med_stim,2,1631716838.57238,1631716838.5771198,1631717034.29414,1631717034.30678,2.5578765869140603,1631717036.86176,1631717036.87381,low_cue,l055.png,1631717037.85291,1631717037.85419,0.4991040229797361,1631717038.36232,1631717038.3726401,1631717040.20494,1.842618227005,12.81489410810922,FIX,1631717042.38048,1631717042.38265,4.2715265750885,med_stim,1631717048.6661599,1631717048.6730099,,1,left,1631717051.87244,3.2062747478485094,1631717055.6687698,1631717055.67343,11.7832381725311,1631717067.4731698,1631717067.4743,1631717069.9577,2.48452925682068,7.125016348901798,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,27,diff,27_100_R.jpg
59,4,cognitive,-2,1,1,low_cue,med_stim,2,1631716838.57238,1631716838.5771198,1631717071.49134,1631717071.5066,1.9606716632843,1631717073.45874,1631717073.47339,low_cue,l005.png,1631717074.4528902,1631717074.45415,1.09912395477295,1631717075.5762,1631717075.57776,1631717077.57713,2.0009319782257102,7.441405489743717,FIX,1631717079.5943599,1631717079.59628,3.2576508522033705,med_stim,1631717084.8629901,1631717084.8722901,,1,left,1631717087.07145,2.2084529399871804,1631717091.8656,1631717091.8739998,2.8864078521728502,1631717094.76669,1631717094.77213,1631717096.48836,1.7216696739196795,4.15128526642169,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,28,diff,28_100_R.jpg
59,4,cognitive,-2,1,1,high_cue,high_stim,6,1631716838.57238,1631716838.5771198,1631717098.8015199,1631717098.80345,1.95048809051514,1631717100.7689302,1631717100.77373,high_cue,h040.png,1631717101.75294,1631717101.75437,1.6990761756897,1631717103.4699302,1631717103.4728801,1631717105.43828,1.96835041046143,9.727578551401605,FIX,1631717107.4881,1631717107.49033,3.2639143466949503,high_stim,1631717112.7734,1631717112.7742698,,2,right,1631717116.43905,3.6656475067138703,1631717119.75934,1631717119.77332,4.59267139434814,1631717124.36106,1631717124.3729901,1631717126.96222,2.6011598110199,23.35072977241874,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,26,same,26_150.jpg
59,4,cognitive,-2,1,1,low_cue,low_stim,1,1631716838.57238,1631716838.5771198,1631717128.37922,1631717128.39099,1.272789478302,1631717129.6630301,1631717129.67345,low_cue,l019.png,1631717130.65289,1631717130.65417,1.19911694526672,1631717131.86385,1631717131.87271,1631717134.17172,2.3078625202179,8.130102354155978,FIX,1631717135.88202,1631717135.8836,8.669991016387941,low_stim,1631717146.56934,1631717146.57223,,1,left,1631717148.98435,2.41501665115356,1631717153.57195,1631717153.57352,7.98006153106689,1631717161.5749302,1631717161.5762699,1631717164.04264,2.46770787239075,12.402883121765234,FIX,1631717237.38654,1631717237.38972,398.81415772438,,0,,,0,,27,diff,27_50_R.jpg
