onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
3.8933298587799072	6.110820055007935	14.858559846878052	29.002689838409424	high_cue	low_stim	2.48975014686584	76.0752267795906	2.45105743408203	98.3256503304268	1	-1	1	30.79905160775877	21.698805809784986
33.587729930877686	35.988630056381226	47.844640016555786	59.897549867630005	low_cue	med_stim	2.4344642162323	47.504050841607	2.15306615829468	91.3803540734445	-1	0	-2	2.227875669775173	14.753509552802683
65.08280992507935	67.30030989646912	71.92952990531921	82.38926982879639	high_cue	low_stim	4.0		2.76787114143372	60.2551187030578	1	-1	1	0.0	-16.371725817584007
87.4911699295044	90.99248003959656	104.04989004135132	119.20299983024597	low_cue	med_stim	4.0		2.38434839248657	81.4805778425889	-1	0	-2	0.0	4.8537333219470895
124.28822994232178	125.98885989189148	130.6219699382782	145.7962498664856	high_cue	high_stim	3.43491888046265	116.672547823017	3.1877543926239	114.102234501161	1	1	1	71.39637265118517	37.475389980519196
150.39795994758606	153.89927005767822	159.7511899471283	173.89005994796753	low_cue	low_stim	1.80136275291443	0.0	3.47723054885864	74.9059371749634	-1	-1	1	-45.276175171831824	-1.7209073456784125
183.4936399459839	185.69445991516113	197.91382002830505	213.188050031662	low_cue	high_stim	3.1229681968689	46.8052865215132	1.95090675354004	86.5387461220459	-1	1	1	1.5291113496813793	9.911901601404082
223.39184999465942	225.59266996383667	230.21574997901917	245.50008988380432	low_cue	low_stim	3.30796265602112	4.15128526642169	2.48445129394531	19.0333164102194	-1	-1	1	-41.124889905410136	-57.59352811042241
259.2885699272156	262.78988003730774	275.86699986457825	287.89924001693726	high_cue	high_stim	2.87747120857239	68.929254767451	1.58468413352966	108.581111208701	1	1	1	23.653079595619175	31.954266688059192
294.0848798751831	296.50244998931885	302.15635991096497	312.5917799472809	low_cue	high_stim	1.83418464660645	1.22933448647789	2.19217777252197	74.7854590376886	-1	1	1	-44.046840685353935	-1.8413854829532141
331.09868001937866	333.4995799064636	340.8202500343323	355.7912299633026	high_cue	med_stim	2.41778612136841	37.6109496698391	2.37610006332397	47.4332010547372	1	0	-2	-7.6652255019927225	-29.193643465904614
369.59636998176575	371.5971200466156	382.61733984947205	394.7890999317169	high_cue	med_stim	3.57021117210388	53.7838155624007	1.93436145782471	62.7004277886672	1	0	-2	8.507640390568874	-13.926416731974612
