"subj","rand_intercept","rand_cue","rand_stimlin","rand_stimquad","rand_int_cue_stimlin","rand_int_cue_stimquad","fix_intercept","fix_cue","fix_stimulus_linear","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_stimquad","task"
"60",-52.5585897294381,-3.72369360559126,-14.5797344254926,-2.32859543695522,0.812707696816542,4.15119115750376,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"19",-47.6932616613104,-1.18402848214549,-6.84956148633513,-2.48596682218733,0.849669777154111,2.6975474385054,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"29",-47.4730086034473,-4.35003864067146,-15.3331664974805,-1.992371519394,0.670245122389669,4.09940182311557,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"85",-47.4297530874329,-2.51478667703308,-14.0784617119597,-1.97269711240102,0.840915980546801,3.96214185863244,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"66",-46.7699087938025,-2.21470856191808,-11.4741221188985,-2.12228127208391,0.811604612541567,3.47350577197622,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"104",-40.9018839848033,-1.82635961311285,-10.4134699420037,-1.81835992003773,0.728743352747021,3.11397438578611,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"55",-39.0689846091358,-1.5103823900579,-2.13551486140529,-2.35128222454228,0.572384955072814,1.53528242756656,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"81",-36.5033688060721,-2.4575727751084,5.88299991209807,-2.89908085132236,0.273547596276569,-0.0849838800926789,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"100",-35.4542893205135,-0.543940983461646,-0.94402129760525,-2.16063594498464,0.588495456822943,1.25234609432099,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"53",-34.619259456924,5.21995173349712,-6.28275653595295,-1.3076525726652,1.28867031142045,2.52380776624523,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"84",-29.052637031657,-0.0218781258209672,-10.0963123966352,-0.991962866187338,0.70471813664753,2.78110233733905,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"97",-26.7136832777761,-2.11765529137055,-3.70335443174137,-1.49675328409982,0.318592508754398,1.40911584635767,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"10",-26.6503596178652,3.24765426078799,5.39398520170158,-1.8806712977166,0.715365894474809,0.000906494512843028,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"8",-26.3762675499027,-2.85835577913648,-14.1629575658776,-0.680577713093286,0.432791123538592,3.30302488515647,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"64",-26.2313107302713,7.56916266939642,-7.99368575399536,-0.497715127066024,1.42255342359098,2.70462478376561,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"52",-26.2196190692976,0.881111255836981,-17.1965205714337,-0.185755751265615,0.885689886127881,4.06000797632225,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"89",-23.7161614986983,-3.42705931983511,-11.0896610104134,-0.79964300300542,0.266646125932842,2.61882411684477,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"58",-23.3242810610911,2.59004223185579,10.4102566540418,-2.12067533069663,0.490987769869078,-1.06983348659517,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
"77",-22.757356453531,-6.59943347726812,5.78223238663234,-2.3038633782561,-0.408962473217101,-0.714439160791662,67.992812729967,8.19370709527608,30.0392353102323,0.541817488965533,-0.142407203147968,-4.47969126417102,"pain"
