"subj","rand_intercept","rand_cue","rand_stimulus_linear","rand_stimulus_quad","rand_int_cue_stimlin","rand_int_cue_stimquad","fix_intercept","fix_cue","fix_stimulus_linear","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_stimquad","task"
60,-54.419864330328,3.72248787571399,-14.1734947506234,-0.252984149759821,-0.811754564179213,-4.14959560275616,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
29,-49.6474704098517,4.3489156224647,-14.9980853614504,0.0572703058735804,-0.669488209833423,-4.09791434051316,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
85,-48.6861197024362,2.51269895452352,-13.6576187917957,0.00839429257711766,-0.840116789996211,-3.96073491352311,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
19,-48.2847624467094,1.18303046450151,-6.42518496088633,-1.13693822933293,-0.848545945269561,-2.69622158402914,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
66,-47.8761147660911,2.21222330571228,-11.0677146367101,-0.385446897460997,-0.810798957769223,-3.47209488956776,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
104,-41.8143743427391,1.8248508723441,-10.0488554554469,-0.261324400109496,-0.727972047049909,-3.11276275405225,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
55,-39.8237762187413,1.50959815556917,-1.8498860206773,-1.58332819084651,-0.571435655654217,-1.53415813719228,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
81,-37.731581032041,2.45647587005814,6.01879898227185,-2.94099294923842,-0.272631218020677,0.086079265793366,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
100,-35.7259149321755,0.543251304938011,-0.650474062948832,-1.53411188034362,-0.587565385725161,-1.25139947926226,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
53,-32.0093235354124,-5.21994433909157,-5.63901600478771,-0.0455299929356699,-1.28742048677007,-2.52323523990395,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
84,-29.0628922684718,0.0207393242792027,-9.74407710491644,0.39864387802375,-0.704148902294663,-2.78040401730415,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
8,-27.8050664326299,2.85758052720461,-13.9462358694966,0.97071407301655,-0.432510296979506,-3.30217844411256,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
97,-27.771909834799,2.11656149378215,-3.54433498910836,-0.792012770719284,-0.31811034759709,-1.4083190529945,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
77,-26.0563293478173,6.59804603240109,5.57752020994969,-2.66074387478912,0.409183738951549,0.715482104286444,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
52,-25.778919746123,-0.881464720432235,-16.753450990934,1.84398695668756,-0.885188358767297,-4.05942143620519,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
89,-25.4293121173506,3.42629561375302,-10.9561911030458,0.509629345687404,-0.266428256462069,-2.61802413539008,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
10,-25.0265880483614,-3.24763804169729,5.75085785994523,-1.8797578319876,-0.714273074028986,-0.000371168482534457,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
73,-23.6458612312735,5.53910249670439,-18.6486049788715,1.77287302976307,-0.136722294760567,-3.83492090648014,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
51,-22.6547834092476,-0.154393060838479,16.954866949715,-3.9757897561234,-0.0966937478698103,2.42534184880179,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
64,-22.4470529377054,-7.56876207157896,-7.28267141652834,0.854665122549849,-1.42139073869315,-2.70439020160429,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
58,-22.0292327927804,-2.5901608478486,10.6548918780649,-2.65501761420706,-0.489960844133788,1.07034453812936,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
95,-21.5638346236253,1.65022921040139,0.950735199502638,-1.26400384110276,-0.17501585244192,-0.398238467546349,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
103,-21.1810285184355,2.86982251206505,-8.25024775693391,0.269902405907909,-0.203230343816715,-2.01510644329556,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
18,-20.7738697348266,3.10669661540757,-7.30598708840739,0.104418587136733,-0.150249026071809,-1.80576025358551,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
91,-19.144734355449,4.69782375997811,-7.22144662516746,0.0392005376235346,0.0655504317969988,-1.61002669002566,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
70,-18.2868784258114,-6.54108658992878,-15.6642591027727,2.42976145015164,-1.38869065998817,-4.05879495528197,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
17,-17.9878557142492,-2.7508921423857,-3.96483009065159,0.0996365002089865,-0.717551505831292,-1.55278969171282,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
76,-17.1673806495686,-0.858338324138886,-0.0868796016713036,-0.689733097166049,-0.408202248094666,-0.647917502768985,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
39,-16.7680924759427,6.80459469866114,-15.2488041781718,1.38823856882201,0.198711116277685,-2.87077793307058,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
57,-16.1341056119339,-9.68768388667134,7.58979491269984,-1.30170388540843,-1.26911391424529,0.124887802275706,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
14,-12.4201512390099,-11.1018154482595,-2.32731773023262,0.712009475755226,-1.55792468648251,-1.72624676876015,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
82,-12.3595437839542,-5.33765003752927,-3.15893762780665,0.412479598944929,-0.902381274724091,-1.42236608655325,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
30,-12.3445049255718,-2.77497008127173,8.21627123880211,-1.7782417038587,-0.385326375763847,0.915970077033606,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
79,-11.7259902143844,4.83557625732843,-6.60129811594492,0.253343878965519,0.226033118128696,-1.23924826564803,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
86,-10.945808819151,-15.2591261455,-11.2890594259628,2.67089018343447,-2.18744432143243,-3.68956137914605,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
101,-10.8841235052385,-0.505270823577963,11.8429547716728,-2.52414751391613,-0.025508959930071,1.82466177710203,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
59,-10.2851085436747,-2.72147426499511,-1.1865331339896,-0.0430165500941888,-0.523101040396607,-0.776377572013651,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
87,-10.2172634512125,-4.08645524314498,1.82193949901425,-0.460807664769759,-0.622810166924972,-0.31812950754965,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
35,-8.62559904304773,-3.67345902037877,3.50310013857363,-0.715796725766705,-0.514014069291863,0.0823433363849064,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
16,-8.41900794995424,-5.48548533081796,-0.462782556742122,0.128880994236054,-0.797340158086838,-0.798921692923907,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
6,-8.20304589263753,2.97961791068723,2.3982798138849,-1.0202820638017,0.246135263791468,0.417462052425726,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
94,-7.80101943164375,2.35975100112462,20.0205403641447,-4.04042308687261,0.520042331976447,3.6877608955521,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
62,-7.77973729713296,-5.17716211255609,9.01477572597194,-1.52625099376903,-0.567830215005936,1.02476482308186,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
26,-7.1222196211452,4.82344213492612,-11.2663792083645,1.27826535330953,0.217171802006223,-1.96439624645587,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
36,-6.62059340276278,-3.94426519172274,-4.32313877398743,0.766062485295406,-0.660168457958233,-1.34175229533235,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
7,-5.0571992654738,0.823249492071515,-3.54485266895053,0.329564913458801,-0.0627492826983639,-0.765671494578046,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
105,-2.46442085733443,4.04964983029446,-3.80399006507968,0.240784154711327,0.353861952097095,-0.472882486877161,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
75,-2.21336374888436,0.278686912200222,10.1423203373302,-1.89747749433428,0.187881240420285,1.85243450501558,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
99,-1.91533301975513,-2.81192983454807,21.6693574378886,-3.66278042269091,0.0553574303987035,3.77942959531021,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
93,-1.64086444176837,1.97251502837409,11.8102199300499,-2.29548095485203,0.427192348708191,2.31872365022243,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
33,-1.13325137154591,1.15125091220858,-6.47028365562588,0.992815335932081,-0.0107446433454206,-1.15971064087834,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
24,-0.972582524113554,-0.0674568989729776,-2.7647889443311,0.445753276941888,-0.0783806834534492,-0.556017929474753,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
31,-0.929529914600065,5.7033042124826,2.58708586107565,-0.938060898945173,0.69650655356276,0.907979019727468,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
65,0.680808321355507,-4.61505843797677,9.47309101687665,-1.26991094559476,-0.342491250387106,1.43308313397572,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
98,1.3022278348905,6.19860838213343,15.3143812152373,-3.1053043028492,1.03869656812827,3.40851144211487,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
20,3.53093411615543,-2.42096963195049,-6.54640344754232,1.4933743060205,-0.344379916593314,-1.30470364080742,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
21,4.28228536933922,-2.26486590542027,3.02602984013842,-0.161508106805094,-0.128748188024248,0.528369295017297,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
61,5.26809262489479,-6.77766832941838,-0.72915362114581,0.891156019293194,-0.708239277842002,-0.502347878715679,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
23,5.84973081189286,-7.84282603063447,3.98218768286434,0.174919385575708,-0.731154369383584,0.316079729812692,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
56,7.01517307439142,-0.248329955334081,10.8637733137248,-1.56807346817954,0.305321300438846,2.24880572791033,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
34,8.02472100167434,-2.16155398926729,6.35611398256263,-0.584553302672487,0.0141535114147161,1.28420408372787,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
2,8.46911345530962,-5.18443267070087,-0.141267347298944,0.808271451881097,-0.45443498847304,-0.160418782342721,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
90,9.16373903143464,-6.66951941126779,-1.5711435195301,1.20532227301944,-0.642251147047369,-0.523879453407745,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
78,9.74763135629941,3.19032828843323,-4.33945498216677,0.95025191560579,0.461784984768605,-0.240819744062483,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
83,12.3163575656709,3.3242564406936,-0.249601108150479,0.339004568913262,0.601888145026427,0.621476970528608,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
38,13.0648844264862,-5.97968491802474,-1.81137197680166,1.36914276452734,-0.496938605162852,-0.386115154716221,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
37,13.6247367354571,4.16642079149576,-3.57104850391945,0.914094942843381,0.659355197016397,0.108140457703205,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
13,16.8740605202784,27.1858328149913,6.69634266313809,-2.52681749185669,3.59228159453884,3.96991767929023,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
44,18.3447733318235,2.70666692427674,-2.55306262674214,1.06139238285866,0.59346333234197,0.338081070402903,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
11,19.5519398115529,2.28307644461271,-0.124276998853651,0.723188057556107,0.612458685113522,0.799745591910141,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
63,22.4668090335702,1.70903891639288,-3.29756216108847,1.45458437229079,0.536752327136223,0.254424783477178,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
40,23.1168158879294,2.6159670651687,-4.40985387162172,1.60813600721825,0.632466273667565,0.139114960204248,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
28,26.0420076579231,4.85691468071436,15.0358080974269,-1.84024459631901,1.31926160548408,4.06160783423239,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
92,26.098162375912,-13.3268857875063,8.62579012299006,0.69790869161083,-0.917998999615469,1.41620460076318,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
47,28.3898499757532,5.94676428107744,4.05510654402305,0.10377013161503,1.27684194931069,2.16500769062849,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
41,31.7419543580609,4.23439724203509,-11.0334676439341,3.03012764890196,0.847446769477975,-0.691982705299856,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
106,39.6488784762897,-4.7905759780983,21.789455885904,-1.66181851516385,0.570070579541041,5.00889699692933,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
80,43.8546173196068,0.888467102851326,3.30483953288642,1.32334448547139,0.950348339933499,2.12994198715959,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
88,44.2090225880488,0.167751976194891,15.4033119360267,-0.723659490126672,1.10547171838341,4.35427410917235,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
69,44.9413254827283,4.60295964158186,-7.22472745538064,2.927713135509,1.19935453268216,0.485104862187791,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
68,47.8440702744299,2.26298185810512,7.03557998719949,0.742452153031521,1.2532259773792,3.07004439645363,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
43,51.6633612024223,4.0917193093673,20.8168028257931,-1.64163443829844,1.79913806825484,5.92635265619153,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
74,71.6309832471752,5.32620648655028,1.17706737617279,2.59967316047541,1.92183140531437,2.99488099827251,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
32,71.8335211900231,2.13491479971852,18.4946596900256,-0.17626201479832,1.88722888271143,5.997187818176,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
46,73.5398107650781,-4.46779039234236,13.4262670991805,1.30117923935664,1.05227826976312,4.57769953381744,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
15,74.825680239066,-4.15921604391419,2.30183310611195,3.28334242950871,0.897251248712811,2.55721127394248,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
9,75.7415381290409,2.18545591981472,-15.3657573345406,5.92581314739444,1.311884878549,-0.223543877584072,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
50,90.1156746652927,-5.70053582861019,-6.40688758108226,5.61562473238322,0.823687277171228,1.3026168686597,72.0896896827589,-8.19374805663055,29.9680550604905,-1.69803353335446,0.142383173621742,4.47971014892728,"pain"
82,-19.2199079618194,5.04597847340879,-23.6338662581923,6.34282252131794,4.82563098444654,-2.93435451785442,30.9547629245194,-8.19027351201926,29.47728314173,-6.16667793720498,-7.00716666131067,0.905915068603977,"vicarious"
85,-18.6798863663181,5.15970024832049,-16.1410106950926,3.98570260606086,2.42236013619234,-2.1572869041509,30.9547629245194,-8.19027351201926,29.47728314173,-6.16667793720498,-7.00716666131067,0.905915068603977,"vicarious"
