onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
9.8	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png	n/a	n/a	n/a
34.79	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png	n/a	n/a	n/a
60.69	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a
90.1	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png	n/a	n/a	n/a
118.59	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h035.png	n/a	n/a	n/a
157.59	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png	n/a	n/a	n/a
184.9	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l020.png	n/a	n/a	n/a
225.1	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a
255.99	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png	n/a	n/a	n/a
291.59	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l023.png	n/a	n/a	n/a
336.59	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png	n/a	n/a	n/a
368.0	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a
12.5		expectrating	1	high_cue	n/a			30.88	Strong	3.02	3.7	h052.png	n/a	n/a	n/a
36.29	2.33	expectrating	2	high_cue	n/a	39.81	Strong	39.81	Strong	0.68	1.65	h010.png	n/a	n/a	n/a
62.8	2.4	expectrating	3	low_cue	n/a	31.12	Strong	31.12	Strong	0.68	1.72	l055.png	n/a	n/a	n/a
94.0	1.97	expectrating	4	high_cue	n/a	22.87	Moderate	22.87	Moderate	0.42	1.55	h003.png	n/a	n/a	n/a
